Gauge Name;Pool Address;Reward Token;Reward Address;Reward Amount;
ethereum-sDOLA-01/06/2026;0x69ba1b7DbA7eB3b7A73f4e35fd04a27AD06C55FE;USDC;0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913;667001974;
arbitrumone-sUSDX-07/08/2025;0x71F5B68188097A36D5604c3783B600bC7102F4aC;SPECTRA;0x64FCC3A02eeEba05Ef701b7eed066c6ebD5d4E51;7812842460088868241550;
ethereum-sw-inwstETHs-07/20/2025;0xE119bad8a35B999f65b1e5Fd48c626C327DAa16B;USDC;0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913;185413746;
ethereum-yvCurve-GHO-USR-08/07/2025;0xB01C2629506ba4f89cbe8Dd823974eC6FDCAD1e1;GHO;0x6Bb7a212910682DCFdbd5BCBb3e28FB4E8da10Ee;877754385487544120693;
ethereum-sw-csUSDL-07/23/2025;0x895C0e40901317A4938611Fb927BDD8415c26651;USDC;0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913;252984674;
ethereum-sw-RLP-06/26/2025;0x75c91a79Faf0fe64AcCdBd51e3fA6321d8952D84;WETH;0x4200000000000000000000000000000000000006;92970657555075797;
ethereum-asdCRV-12/26/2025;0xe590c55Ae6D9c139f95AdBc36FD5c137F8c61fE8;WETH;0x4200000000000000000000000000000000000006;30053659732311416;
ethereum-yvCurve-GHO-USR-08/07/2025;0xB01C2629506ba4f89cbe8Dd823974eC6FDCAD1e1;WETH;0x4200000000000000000000000000000000000006;25677544121779259;
arbitrumone-sUSDX-07/08/2025;0x71F5B68188097A36D5604c3783B600bC7102F4aC;WETH;0x4200000000000000000000000000000000000006;11543855779851324;
