ChainId;Gauge Name;Gauge Address;Reward Token;Reward Address;Reward Amount;
1;Aave USDC-Aave GHO;0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;611666847;
1;75SDEX25AaveLidoETH;0x4eB7C7fD67B9b2C24d9fF1601ccDa5A01bD40c7f;SDEX;0x5DE8ab7E27f6E7A1fFf3E5B337584Aa43961BEeF;187205281003381956567279;
1;75SDEX25AaveLidoETH;0x4eB7C7fD67B9b2C24d9fF1601ccDa5A01bD40c7f;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;163297529;
1;EURe-Aave USDC;0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;691931447;
42161;EURe-Aave USDC;0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2;USDC;0xaf88d065e77c8cC2239327C5EDb3A432268e5831;323134231;
1;Aave GHO/USDT/USDC;0x9b237fA1958E3022464343137738926d38815801;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;138825214;
1;Surge Fluid wstETH-wETH;0x1CCE9d493224A19FcB5f7fBade8478630141CB54;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;344750951;
1;Aave GHO/USDT/USDC;0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;272987107;
1;msUSD-USDC;0xcf72A84EdAAE931385E84Fb4c2eDee07a32822A6;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;2114071134;
1;msY-msUSD;0x42D9eE7049F5dc573fe08330a3597Af17437EbB6;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;2051705935;
1;rETH-waEthWETH;0x62A66eB9aBf7a788F48D0ce7C0C065df9e09dA19;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;413573592;
1;80TREE-20AavePrimeWETH;0xDbD4dD2d5E0b927022C2be8D493F20e79e60C2e7;USDC;0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48;112535551;
1;Balancer rETH-Aave wETH;0xAC3b3fFf577561C58f126e4F6375F56476DD9fDb;RPL;0xD33526068D116cE69F19A9ee46F0bd304F21A51f;141119999999999974700;
1;Balancer rETH-Aave wETH;0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8;RPL;0xD33526068D116cE69F19A9ee46F0bd304F21A51f;94965309539509289307;
1;Balancer rETH-Aave wETH;0x31Ccb4E5005Fd37005523E6e3f1d084F9aBe25B6;RPL;0xD33526068D116cE69F19A9ee46F0bd304F21A51f;126620412719345719076;
