Gauge Name;Pool Address;Reward Token;Reward Address;Reward Amount;
ethereum-sw-stkGHO-03/24/2025;0x9429E06FFD09Cf97007791B8bF3845171f1425E8;GHO;0x6Bb7a212910682DCFdbd5BCBb3e28FB4E8da10Ee;1099321060443698603453;
base-sw-9SETHcore-04/09/2025;0x8D6c6B440054919875D3d7f9FeCc400411643248;SPECTRA;0x64FCC3A02eeEba05Ef701b7eed066c6ebD5d4E51;20350587655961932112383;
base-sw-9SETHcore-04/09/2025;0x8D6c6B440054919875D3d7f9FeCc400411643248;USDC;0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913;203506;
ethereum-sw-RLP-06/25/2025;0x75c91a79Faf0fe64AcCdBd51e3fA6321d8952D84;SPECTRA;0x64FCC3A02eeEba05Ef701b7eed066c6ebD5d4E51;217927067131631885247;
ethereum-yvCurve-GHO-USR-08/06/2025;0xB01C2629506ba4f89cbe8Dd823974eC6FDCAD1e1;GHO;0x6Bb7a212910682DCFdbd5BCBb3e28FB4E8da10Ee;2134332499593356023566;
ethereum-sw-RLP-06/25/2025;0x75c91a79Faf0fe64AcCdBd51e3fA6321d8952D84;WETH;0x4200000000000000000000000000000000000006;163445300348723913;
ethereum-sdeUSD-07/21/2025;0xFb7c3C95f4C2C05F6eC7dcFE3e368a40eB338603;WETH;0x4200000000000000000000000000000000000006;523563994039698438;
ethereum-sw-stkGHO-03/24/2025;0x9429E06FFD09Cf97007791B8bF3845171f1425E8;WETH;0x4200000000000000000000000000000000000006;52288588430047930;
base-sw-9SETHcore-04/09/2025;0x8D6c6B440054919875D3d7f9FeCc400411643248;WETH;0x4200000000000000000000000000000000000006;8321762045975637;
