Gauge Name;Pool Address;Reward Token;Reward Address;Reward Amount;
base-upLBTC-03/30/2025;0xA88595Fdb5898861d371598468A1e9484B33f55F;SPECTRA;0x64FCC3A02eeEba05Ef701b7eed066c6ebD5d4E51;10101383741319863593296;
arbitrumone-sUSDX-07/08/2025;0x71F5B68188097A36D5604c3783B600bC7102F4aC;USDC;0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913;229176196;
ethereum-sdeUSD-07/22/2025;0xFb7c3C95f4C2C05F6eC7dcFE3e368a40eB338603;SPECTRA;0x64FCC3A02eeEba05Ef701b7eed066c6ebD5d4E51;37976070826225598569711;
