Gauge Name;Pool Address;Reward Token;Reward Address;Reward Amount;
ethereum-wstUSR-02/22/2025;0x0d89f4583a6b5eceb76551d573ad49cD435f6064;SPECTRA;0x64FCC3A02eeEba05Ef701b7eed066c6ebD5d4E51;25586828412109142783174;
ethereum-sw-stkGHO-03/25/2025;0x9429E06FFD09Cf97007791B8bF3845171f1425E8;USDC;0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913;132049874;
base-upLBTC-03/30/2025;0xA88595Fdb5898861d371598468A1e9484B33f55F;SPECTRA;0x64FCC3A02eeEba05Ef701b7eed066c6ebD5d4E51;2001062087906119132121;
Blank;0x69ba1b7DbA7eB3b7A73f4e35fd04a27AD06C55FE;USDC;0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913;1385336324;
