Gauge Name;Pool Address;Reward Token;Reward Address;Reward Amount;
ethereum-sw-stkGHO-03/25/2025;0x9429E06FFD09Cf97007791B8bF3845171f1425E8;USDC;0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913;1380267120;
ethereum-sDOLA-01/06/2026;0x69ba1b7DbA7eB3b7A73f4e35fd04a27AD06C55FE;USDC;0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913;2258695057;
arbitrumone-sUSDX-07/08/2025;0x71F5B68188097A36D5604c3783B600bC7102F4aC;USDC;0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913;572534961;
ethereum-aCRV-01/09/2026;0xfEF729847048E872a7Baa82AB7AECFE793DF62a4;USDC;0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913;222798150;
